transaction_id,customer_id,product_id,quantity,price,timestamp,payment_method,revenue,customer_name,email,signup_date,country,age,product_name,category,supplier_id,cost_price,profit_margin
130,1946,24,10.0,100.87,2023-04-05 16:24:00,PayPal,1008.7,Customer_1945,customer_19451945@outlook.com,2023-02-07,Canada,46.0,Product_BOO_23,Food & Beverage,25,44.45,55.933379597501734
1803,559,65,1.0,11.39,2024-01-21 01:07:00,PayPal,11.39,Customer_558,customer_558558@outlook.com,2022-05-21,India,19.0,Product_FOO_64,Office,32,5.82,48.90254609306409
5103,551,74,10.0,31.17,2023-07-14 23:06:00,Cash,311.70000000000005,Customer_550,customer_550550@gmail.com,2024-02-21,Canada,35.0,Product_CLO_73,Electronics,4,24.19,22.393326916907284
8689,203,112,3.0,215.12,2024-11-16 06:59:00,PayPal,645.36,Customer_202,customer_202202@outlook.com,2022-12-01,USA,40.0,Product_AUT_111,Home & Garden,37,86.08,59.98512458162887
6326,899,87,1.0,315.91,2024-12-15 03:23:00,PayPal,315.91,Customer_898,customer_898898@email.com,2023-03-19,USA,40.0,Product_BEA_86,Automotive,22,184.87,41.48016840239309
3098,1059,6,1.0,174.27,2023-01-30 22:21:00,Bank Transfer,174.27,Customer_1058,customer_10581058@company.com,2022-08-07,Canada,19.0,Product_BOO_5,Beauty,29,85.76,50.78900556607563
5055,661,129,1.0,220.94,2024-08-07 06:54:00,Cash,220.94,Customer_660,customer_660660@company.com,2022-03-16,UK,43.0,Product_CLO_128,Office,2,99.34,55.03756676020639
1931,104,104,1.0,185.96,2023-10-27 15:29:00,Debit Card,185.96,Customer_103,customer_103103@yahoo.com,2022-06-11,Canada,56.0,Product_ELE_103,Home & Garden,44,86.9,53.26952032695203
9011,257,112,1.0,111.91,2024-11-06 13:07:00,Bank Transfer,111.91,Customer_256,customer_256256@gmail.com,2023-12-16,Brazil,46.0,Product_AUT_111,Home & Garden,37,86.08,23.08104727012778
7481,27,116,2.0,415.2,2024-03-27 11:37:00,Credit Card,830.4,customer48,customer4826@company.com,2023-10-21,USA,58.0,Product_CLO_115,Electronics,10,199.32,51.99421965317919
3781,70,72,2.0,89.38,2024-03-14 18:53:00,Cash,178.76,Customer_69,customer_6969@company.com,2022-02-25,Mexico,34.0,Product_FOO_71,Beauty,47,70.4,21.23517565450883
877,1249,109,1.0,25.32,2024-04-12 02:56:00,Cash,25.32,Customer_1248,customer_12481248@yahoo.com,2023-08-01,Brazil,67.0,Product_SPO_108,Office,37,16.63,34.320695102685626
7393,19,43,2.0,19.24,2024-04-29 01:19:00,Credit Card,38.48,Customer15,customer1518@gmail.com,2022-06-25,UK,46.0,Product_OFF_42,Sports,27,13.59,29.36590436590436
4490,590,6,10.0,163.76,2023-01-08 14:09:00,PayPal,1637.6,Customer_589,customer_589589@company.com,2023-07-11,USA,57.0,Product_BOO_5,Beauty,29,85.76,47.630679042501214
8617,198,19,2.0,328.47,2023-03-26 09:36:00,Credit Card,656.94,Customer_197,customer_197197@yahoo.com,2023-07-01,Japan,66.0,Product_TOY_18,Home & Garden,30,134.97,58.909489451091424
2815,1357,41,3.0,32.83,2023-10-21 11:09:00,Debit Card,98.49,Customer_1356,custome1458@company.com,2023-07-01,Brazil,56.0,Product_SPO_40,Books,48,14.5,55.8330795004569
1967,786,61,3.0,47.67,2024-05-15 06:56:00,Debit Card,143.01,Customer_785,customer_785785@outlook.com,2023-02-10,Brazil,29.0,Product_CLO_60,Home & Garden,19,32.8,31.19362282357878
358,1232,58,1.0,461.66,2023-04-17 02:42:00,Credit Card,461.66,Customer_1231,customer_12311231@yahoo.com,2022-12-06,USA,51.0,Product_CLO_57,Beauty,35,197.95,57.1221245072131
9463,337,84,2.0,306.02,2023-12-10 16:48:00,Credit Card,612.04,Customer_336,customer_336336@yahoo.com,2024-03-11,Japan,42.0,Product_BOO_83,Toys,4,137.12,55.192471080321546
3071,1732,103,2.0,269.15,2024-06-19 19:57:00,Debit Card,538.3,Customer_1731,customer_17311731@company.com,2023-07-30,Germany,73.0,Product_BEA_102,Beauty,6,147.52,45.19041426713727
9051,259,99,1.0,439.24,2024-10-21 02:12:00,Bank Transfer,439.24,Customer_258,customer_258258@company.com,2022-01-13,Germany,34.0,Product_TOY_98,Office,23,195.75,55.43438666788089
7543,28,119,1.0,105.61,2024-12-20 08:00:00,Debit Card,105.61,Customer7,customer727@company.com,2022-05-23,Canada,73.0,Product_CLO_118,Home & Garden,30,82.22,22.147523908720764
7304,3,101,1.0,173.02,2024-11-08 05:43:00,Debit Card,173.02,customer41,customer412@email.com,2023-04-05,Australia,69.0,Product_OFF_100,Automotive,45,160.84,7.039648595538092
124,1621,60,1.0,280.13,2024-07-16 15:34:00,Bank Transfer,280.13,Customer_1620,customer_16201620@email.com,2023-08-20,Canada,55.0,Product_OFF_59,Office,24,190.05,32.15649876842894
8281,129,147,2.0,204.5,2023-01-29 10:46:00,Credit Card,409.0,Customer_128,customer_128128@outlook.com,2023-02-26,USA,67.0,Product_CLO_146,Toys,49,160.27,21.628361858190704
1430,65,83,3.0,345.48,2023-04-04 05:51:00,Credit Card,1036.44,Customer_64,customer_6464@outlook.com,2022-08-08,USA,18.0,Product_BEA_82,Home & Garden,41,160.52,53.53710779205743
4626,1759,25,1.0,130.28,2023-05-19 21:12:00,Debit Card,130.28,Customer_1758,customer_17581758@email.com,2024-02-29,USA,40.0,Product_AUT_24,Electronics,38,80.41,38.27909118821001
5643,417,49,1.0,421.02,2024-02-06 01:33:00,Credit Card,421.02,Customer_416,customer_416416@company.com,2024-02-03,USA,38.0,Product_FOO_48,Sports,17,169.22,59.8071350529666
9787,399,130,3.0,158.21,2024-07-20 01:35:00,Credit Card,474.63,Customer_398,customer_398398@gmail.com,2022-08-11,India,53.0,Product_ELE_129,Toys,39,86.59,45.26894633714683
7359,11,122,1.0,372.88,2024-08-16 00:56:00,Debit Card,372.88,Custome48,custome4810@gmail.com,2023-10-06,USA,46.0,Product_OFF_121,Books,9,190.11,49.015769148251444
8025,99,33,1.0,164.91,2023-04-09 05:56:00,Cash,164.91,Customer_98,customer_9898@company.com,2024-02-09,USA,62.0,Product_BOO_32,Electronics,22,103.61,37.171790673700805
3403,1744,101,3.0,393.58,2023-01-17 23:56:00,Bank Transfer,1180.74,Customer_1743,customer_17431743@company.com,2023-01-26,USA,18.0,Product_OFF_100,Automotive,45,160.84,59.1341023425987
479,1896,67,3.0,239.56,2023-06-23 05:06:00,PayPal,718.6800000000001,Customer_1895,customer_18951895@outlook.com,2023-03-21,Australia,64.0,Product_BEA_66,Electronics,18,130.15,45.67123058941392
651,600,25,3.0,181.61,2023-06-17 11:42:00,Credit Card,544.83,Customer_599,customer_599599@company.com,2023-09-09,USA,23.0,Product_AUT_24,Electronics,38,80.41,55.723803755299826
4465,873,147,3.0,221.37,2023-04-11 08:35:00,Cash,664.11,Customer_872,customer_872872@email.com,2023-12-15,France,68.0,Product_CLO_146,Toys,49,160.27,27.60084925690021
7590,37,137,1.0,179.16,2023-03-02 12:48:00,Bank Transfer,179.16,Customer35,customer3536@outlook.com,2022-01-12,UK,21.0,Product_CLO_136,Automotive,44,116.21,35.136191114087964
6141,1730,21,3.0,136.15,2023-07-12 16:20:00,Debit Card,408.45000000000005,Customer_1729,customer_17291729@yahoo.com,2022-05-18,Germany,50.0,Product_TOY_20,Toys,45,91.16,33.044436283510834
5858,880,52,1.0,50.56,2024-06-21 00:43:00,Cash,50.56,Customer_879,customer_879879@email.com,2022-08-24,USA,26.0,Product_OFF_51,Food & Beverage,26,38.13,24.584651898734176
8327,129,55,1.0,130.07,2024-12-03 04:05:00,Credit Card,130.07,Customer_128,customer_128128@outlook.com,2023-02-26,USA,67.0,Product_SPO_54,Food & Beverage,7,106.12,18.413162143461207
6337,171,60,1.0,381.01,2024-01-29 00:04:00,Debit Card,381.01,Customer_170,customer_170170@email.com,2023-07-25,France,56.0,Product_OFF_59,Office,24,190.05,50.11941943781003
7673,44,60,1.0,458.36,2023-02-27 20:39:00,PayPal,458.36,Custome38,custome3843@outlook.com,2023-06-04,Brazil,21.0,Product_OFF_59,Office,24,190.05,58.5369578497251
4833,611,6,3.0,212.43,2024-12-22 11:39:00,Credit Card,637.29,Customer_610,customer_610610@email.com,2023-03-25,USA,65.0,Product_BOO_5,Beauty,29,85.76,59.62905427670291
7761,59,109,1.0,39.19,2023-09-16 20:35:00,Debit Card,39.19,Custome14,custome1458@company.com,2022-08-19,USA,54.0,Product_SPO_108,Office,37,16.63,57.565705537126824
5158,456,100,1.0,94.95,2023-09-26 06:09:00,Credit Card,94.95,Customer_455,customer_455455@outlook.com,2022-12-26,Canada,23.0,Product_AUT_99,Food & Beverage,26,40.27,57.58820431806213
7665,41,142,3.0,313.75,2024-06-17 10:14:00,Credit Card,941.25,Custome6,custome1458@company.com,2024-01-10,USA,66.0,Product_SPO_141,Toys,31,157.14,49.91553784860558
3036,1181,92,5.0,421.07,2023-09-15 12:11:00,Bank Transfer,2105.35,Customer_1180,customer_11801180@email.com,2023-08-22,Mexico,21.0,Product_ELE_91,Home & Garden,30,198.54,52.84869499133161
1356,695,121,2.0,59.32,2024-03-11 08:34:00,Debit Card,118.64,Customer_694,customer_694694@email.com,2022-05-24,USA,72.0,Product_AUT_120,Beauty,39,35.95,39.39649359406608
6880,172,56,3.0,119.26,2024-07-25 05:02:00,Cash,357.78000000000003,Customer_171,customer_171171@yahoo.com,2022-05-05,USA,19.0,Product_HOM_55,Food & Beverage,30,52.94,55.60959248700319
3043,752,56,10.0,108.13,2024-11-13 17:37:00,Debit Card,1081.3,Customer_751,customer_751751@gmail.com,2024-01-19,Brazil,55.0,Product_HOM_55,Food & Beverage,30,52.94,51.04041431610099
3085,291,114,1.0,101.23,2024-06-12 22:37:00,PayPal,101.23,Customer_290,customer_290290@gmail.com,2023-11-22,USA,51.0,Product_CLO_113,Books,42,83.53,17.48493529586091
60,336,134,2.0,85.3,2023-10-07 04:55:00,Credit Card,170.6,Customer_335,customer_335335@gmail.com,2023-02-24,USA,38.0,Product_TOY_133,Sports,7,36.48,57.23329425556858
6708,1255,105,1.0,178.79,2023-01-19 21:23:00,Credit Card,178.79,Customer_1254,customer_12541254@email.com,2023-05-02,France,35.0,Product_BEA_104,Food & Beverage,8,117.78,34.12383242910677
1316,680,8,2.0,267.01,2023-06-22 22:00:00,Debit Card,534.02,Customer_679,customer_679679@company.com,2022-01-09,Japan,45.0,Product_TOY_7,Electronics,33,110.52,58.60829182427625
384,1270,5,2.0,179.49,2024-06-30 02:22:00,Debit Card,358.98,Customer_1269,customer_12691269@email.com,2024-03-11,USA,56.0,Product_BOO_4,Books,25,121.72,32.185637082845844
5544,428,98,1.0,103.75,2023-12-10 20:50:00,Cash,103.75,Customer_427,customer_427427@outlook.com,2023-08-23,Japan,72.0,Product_BOO_97,Home & Garden,26,84.89,18.17831325301205
5178,1866,6,3.0,121.01,2024-01-02 15:49:00,Credit Card,363.03000000000003,Customer_1865,customer_18651865@outlook.com,2023-12-21,Brazil,36.0,Product_BOO_5,Beauty,29,85.76,29.12982398148913
2236,1961,117,2.0,75.07,2023-03-08 14:30:00,Cash,150.14,Customer_1960,customer_19601960@yahoo.com,2023-12-24,USA,49.0,Product_OFF_116,Office,37,31.37,58.21233515385639
8965,255,31,1.0,384.07,2023-06-19 10:38:00,Credit Card,384.07,Customer_254,customer_254254@yahoo.com,2023-12-27,USA,67.0,Product_BOO_30,Food & Beverage,42,168.63,56.093941208633844
3746,1616,33,3.0,139.15,2023-03-21 07:49:00,Bank Transfer,417.45000000000005,Customer_1615,customer_16151615@company.com,2023-08-01,France,20.0,Product_BOO_32,Electronics,22,103.61,25.540783327344595
9265,315,67,3.0,192.36,2024-03-10 13:10:00,Cash,577.08,Customer_314,customer_314314@outlook.com,2022-10-07,India,74.0,Product_BEA_66,Electronics,18,130.15,32.34040341027241
7908,80,78,2.0,144.97,2024-11-23 05:17:00,Bank Transfer,289.94,Customer_79,customer_7979@company.com,2023-02-15,USA,61.0,Product_SPO_77,Books,48,66.5,54.12844036697248
9974,418,121,2.0,67.26,2023-07-14 03:11:00,Credit Card,134.52,Customer_417,customer_417417@gmail.com,2024-03-07,UK,46.0,Product_AUT_120,Beauty,39,35.95,46.55069878085043
3648,547,91,3.0,374.09,2024-03-13 05:38:00,Credit Card,1122.27,Customer_546,customer_546546@yahoo.com,2023-09-12,USA,19.0,Product_OFF_90,Toys,12,157.57,57.87911999786147
1635,1888,150,1.0,176.73,2024-09-07 21:52:00,PayPal,176.73,Customer_1887,customer_18871887@gmail.com,2023-08-06,USA,53.0,Product_BEA_149,Food & Beverage,24,100.19,43.30900243309002
7228,322,53,1.0,72.9,2023-02-28 21:19:00,Debit Card,72.9,Customer_321,customer_321321@outlook.com,2022-10-17,Australia,57.0,Product_HOM_52,Electronics,4,29.75,59.19067215363511
4387,498,80,2.0,69.17,2023-06-06 08:45:00,PayPal,138.34,Customer_497,customer_497497@company.com,2023-08-01,USA,66.0,Product_FOO_79,Automotive,26,51.2,25.97947086887379
1088,1992,46,10.0,323.1,2023-06-08 22:38:00,Cash,3231.0,Customer_1991,customer_19911991@gmail.com,2023-06-13,USA,27.0,Product_OFF_45,Automotive,44,130.89,59.48932219127205
3653,1645,66,1.0,185.26,2024-05-09 08:15:00,Bank Transfer,185.26,Customer_1644,customer_16441644@company.com,2022-06-08,USA,60.0,Product_SPO_65,Sports,14,135.73,26.73539889884487
2910,1733,19,1.0,171.77,2023-03-06 09:52:00,Debit Card,171.77,Customer_1732,customer_17321732@email.com,2022-04-12,Canada,41.0,Product_TOY_18,Home & Garden,30,134.97,21.423997205565588
7731,51,97,2.0,106.83,2024-02-13 19:09:00,Bank Transfer,213.66,customer3,customer350@gmail.com,2023-05-13,Mexico,42.0,Product_TOY_96,Office,1,82.87,22.42815688477019
5134,1865,136,2.0,164.83,2023-07-25 02:42:00,Debit Card,329.66,Customer_1864,customer_18641864@gmail.com,2023-08-14,Mexico,21.0,Product_AUT_135,Automotive,18,112.93,31.48698659224656
2974,1131,6,2.0,145.91,2024-12-21 22:55:00,Credit Card,291.82,Customer_1130,customer_11301130@gmail.com,2023-06-17,Australia,63.0,Product_BOO_5,Beauty,29,85.76,41.22404221780549
7750,51,60,2.0,462.35,2024-12-07 21:49:00,Credit Card,924.7,customer3,customer350@gmail.com,2023-05-13,Mexico,42.0,Product_OFF_59,Office,24,190.05,58.894776684330054
1701,957,128,3.0,209.34,2024-10-04 21:35:00,Debit Card,628.02,Customer_956,customer_956956@gmail.com,2022-03-29,Canada,58.0,Product_FOO_127,Automotive,15,135.5,35.2727620139486
4082,676,117,10.0,44.85,2024-07-01 19:03:00,Debit Card,448.5,Customer_675,customer_675675@gmail.com,2023-02-07,Mexico,32.0,Product_OFF_116,Office,37,31.37,30.05574136008919
3905,528,21,2.0,207.76,2023-02-12 08:53:00,PayPal,415.52,Customer_527,customer_527527@email.com,2023-11-18,USA,72.0,Product_TOY_20,Toys,45,91.16,56.12244897959183
3503,112,64,2.0,40.04,2024-01-02 07:38:00,Cash,80.08,Customer_111,customer_111111@yahoo.com,2022-09-28,USA,27.0,Product_ELE_63,Electronics,27,19.97,50.124875124875125
5240,1844,9,1.0,164.47,2023-04-10 22:43:00,Cash,164.47,Customer_1843,customer_18431843@email.com,2023-02-24,Germany,39.0,Product_BOO_8,Books,36,122.99,25.220404937070594
9531,342,28,2.0,219.77,2023-05-12 10:47:00,Cash,439.54,Customer_341,customer_341341@email.com,2023-10-09,Canada,19.0,Product_HOM_27,Clothing,38,104.78,52.32288301406015
9664,349,26,1.0,23.46,2024-10-15 20:43:00,PayPal,23.46,Customer_348,customer_348348@yahoo.com,2023-08-03,UK,50.0,Product_FOO_25,Automotive,42,14.97,36.18925831202046
9970,418,28,1.0,196.77,2023-06-04 06:07:00,Bank Transfer,196.77,Customer_417,customer_417417@gmail.com,2024-03-07,UK,46.0,Product_HOM_27,Clothing,38,104.78,46.7500127051888
1662,1462,49,3.0,335.98,2023-12-29 16:00:00,Bank Transfer,1007.94,Customer_1461,customer_14611461@yahoo.com,2022-12-18,France,24.0,Product_FOO_48,Sports,17,169.22,49.63390678016549
9757,399,54,2.0,51.65,2023-02-05 03:38:00,PayPal,103.3,Customer_398,customer_398398@gmail.com,2022-08-11,India,53.0,Product_AUT_53,Books,1,29.04,43.77541142303969
2022,1433,127,1.0,165.53,2024-11-02 13:57:00,Credit Card,165.53,Customer_1432,customer_14321432@gmail.com,2023-02-27,Canada,60.0,Product_BOO_126,Books,43,74.31,55.10783543768502
4984,284,75,3.0,279.46,2024-05-16 01:07:00,PayPal,838.3799999999999,Customer_283,customer_283283@gmail.com,2022-11-11,USA,46.0,Product_ELE_74,Home & Garden,37,191.56,31.453517498031914
2300,619,20,3.0,36.94,2023-02-14 18:19:00,Cash,110.82,Customer_618,custome1458@company.com,2022-07-10,India,65.0,Product_BOO_19,Food & Beverage,29,20.62,44.1797509474824
1768,567,64,3.0,34.04,2023-04-22 05:07:00,Bank Transfer,102.12,Customer_566,customer_566566@gmail.com,2023-10-17,UK,28.0,Product_ELE_63,Electronics,27,19.97,41.333725029377206
7522,28,77,2.0,178.06,2024-01-02 20:24:00,Debit Card,356.12,Customer7,customer727@company.com,2022-05-23,Canada,73.0,Product_ELE_76,Sports,39,147.09,17.393013590924404
6225,1293,1,2.0,257.48,2023-04-05 22:59:00,Cash,514.96,Customer_1292,customer_12921292@outlook.com,2023-02-18,Germany,38.0,Product_OFF_0,Toys,28,113.16,56.05095541401275
7896,80,89,1.0,129.14,2024-07-29 05:53:00,PayPal,129.14,Customer_79,customer_7979@company.com,2023-02-15,USA,61.0,Product_HOM_88,Books,2,59.72,53.755614062258005
6347,549,46,1.0,184.49,2023-03-23 05:05:00,Debit Card,184.49,Customer_548,customer_548548@company.com,2023-07-22,Canada,39.0,Product_OFF_45,Automotive,44,130.89,29.05306520678629
9029,259,12,1.0,185.5,2024-01-26 10:26:00,Bank Transfer,185.5,Customer_258,customer_258258@company.com,2022-01-13,Germany,34.0,Product_CLO_11,Toys,35,116.46,37.21832884097036
7276,3,116,1.0,426.66,2023-02-04 06:44:00,Bank Transfer,426.66,customer41,customer412@email.com,2023-04-05,Australia,69.0,Product_CLO_115,Electronics,10,199.32,53.28364505695402
6113,1234,77,5.0,193.59,2024-08-03 22:54:00,Bank Transfer,967.95,Customer_1233,customer_12331233@email.com,2024-01-18,USA,18.0,Product_ELE_76,Sports,39,147.09,24.019835735316907
9413,324,66,1.0,238.15,2024-04-09 21:05:00,Bank Transfer,238.15,Customer_323,customer_323323@company.com,2023-04-03,USA,33.0,Product_SPO_65,Sports,14,135.73,43.0065085030443
630,1554,148,1.0,222.86,2023-04-02 06:28:00,Bank Transfer,222.86,Customer_1553,customer_15531553@yahoo.com,2023-11-19,Japan,45.0,Product_OFF_147,Automotive,34,148.33,33.44251996769272
4791,1369,48,5.0,389.75,2024-07-11 01:09:00,Credit Card,1948.75,Customer_1368,custome1458@company.com,2022-08-18,USA,26.0,Product_OFF_47,Clothing,4,189.46,51.38935214881334
4385,1776,135,3.0,230.45,2023-01-22 02:31:00,Debit Card,691.3499999999999,Customer_1775,customer_17751775@outlook.com,2022-01-11,UK,70.0,Product_CLO_134,Beauty,43,96.99,57.912779344760246
7249,454,18,3.0,63.46,2023-05-15 23:01:00,PayPal,190.38,Customer_453,custome1458@company.com,2023-11-05,Brazil,35.0,Product_CLO_17,Beauty,46,49.22,22.43933186259061
9988,419,128,1.0,200.47,2023-01-11 22:14:00,Cash,200.47,Customer_418,customer_418418@outlook.com,2022-04-22,France,46.0,Product_FOO_127,Automotive,15,135.5,32.40883922781463
1257,614,25,3.0,186.43,2024-04-01 04:03:00,Cash,559.29,Customer_613,customer_613613@gmail.com,2023-11-27,USA,59.0,Product_AUT_24,Electronics,38,80.41,56.86852974306711
9040,259,123,1.0,406.55,2024-06-14 14:16:00,Cash,406.55,Customer_258,customer_258258@company.com,2022-01-13,Germany,34.0,Product_AUT_122,Toys,21,176.52,56.580986348542616
5976,898,107,2.0,290.79,2023-08-03 10:36:00,Bank Transfer,581.58,Customer_897,customer_897897@company.com,2022-12-31,Japan,31.0,Product_TOY_106,Food & Beverage,22,161.81,44.35503284156952
4170,1923,9,2.0,240.59,2024-06-25 01:49:00,Debit Card,481.18,Customer_1922,customer_19221922@yahoo.com,2022-03-29,Germany,61.0,Product_BOO_8,Books,36,122.99,48.87983706720978
2938,1506,64,1.0,47.73,2023-12-12 02:54:00,PayPal,47.73,Customer_1505,customer_15051505@email.com,2023-06-02,UK,52.0,Product_ELE_63,Electronics,27,19.97,58.16048606746281
9227,289,30,2.0,149.2,2024-04-18 12:58:00,Debit Card,298.4,Customer_288,customer_288288@gmail.com,2023-03-19,USA,43.0,Product_TOY_29,Books,25,79.64,46.62198391420911
9002,257,75,1.0,452.92,2023-08-21 21:42:00,Bank Transfer,452.92,Customer_256,customer_256256@gmail.com,2023-12-16,Brazil,46.0,Product_ELE_74,Home & Garden,37,191.56,57.705555064912126
7616,38,14,1.0,23.9,2023-07-14 09:44:00,Bank Transfer,23.9,Custome35,custome3537@gmail.com,2023-07-04,USA,24.0,Product_TOY_13,Food & Beverage,28,16.62,30.460251046025093
981,850,22,5.0,85.76,2024-04-16 02:22:00,Bank Transfer,428.8,Customer_849,customer_849849@yahoo.com,2022-09-09,Germany,36.0,Product_BOO_21,Electronics,15,36.86,57.01958955223881
5195,1692,58,1.0,417.87,2023-10-03 06:04:00,Cash,417.87,Customer_1691,customer_16911691@yahoo.com,2023-02-27,Canada,46.0,Product_CLO_57,Beauty,35,197.95,52.62880800248881
8902,248,119,1.0,126.44,2023-08-13 11:07:00,Cash,126.44,Customer_247,customer_247247@company.com,2022-09-15,Mexico,64.0,Product_CLO_118,Home & Garden,30,82.22,34.973109775387535
7589,37,148,1.0,245.85,2023-01-03 10:38:00,Cash,245.85,Customer35,customer3536@outlook.com,2022-01-12,UK,21.0,Product_OFF_147,Automotive,34,148.33,39.66646329062436
1540,909,46,1.0,186.57,2024-03-16 22:26:00,Cash,186.57,Customer_908,customer_908908@yahoo.com,2023-07-25,USA,33.0,Product_OFF_45,Automotive,44,130.89,29.84402637079917
8691,206,70,1.0,150.42,2023-01-24 22:06:00,Cash,150.42,Customer_205,customer_205205@outlook.com,2023-04-27,USA,70.0,Product_SPO_69,Books,16,86.01,42.82010370961308
7920,82,136,10.0,256.06,2023-10-01 22:02:00,Debit Card,2560.6,Customer_81,customer_8181@company.com,2023-04-11,Germany,18.0,Product_AUT_135,Automotive,18,112.93,55.89705537764586
3869,1626,87,1.0,320.32,2023-06-11 23:56:00,Credit Card,320.32,Customer_1625,customer_16251625@company.com,2022-01-17,France,30.0,Product_BEA_86,Automotive,22,184.87,42.28583916083915
9991,419,67,1.0,314.09,2023-02-14 17:32:00,Cash,314.09,Customer_418,customer_418418@outlook.com,2022-04-22,France,46.0,Product_BEA_66,Electronics,18,130.15,58.562832309210734
5916,1523,136,1.0,176.39,2024-06-27 18:31:00,Debit Card,176.39,Customer_1522,customer_15221522@email.com,2023-10-04,UK,31.0,Product_AUT_135,Automotive,18,112.93,35.97709620726798
8807,221,61,2.0,68.02,2023-07-01 06:12:00,PayPal,136.04,Customer_220,customer_220220@outlook.com,2023-09-07,France,57.0,Product_CLO_60,Home & Garden,19,32.8,51.778888562187596
8409,138,19,3.0,198.57,2024-06-26 09:24:00,Credit Card,595.71,Customer_137,customer_137137@outlook.com,2022-04-29,Australia,58.0,Product_TOY_18,Home & Garden,30,134.97,32.02900740293095
8048,99,53,2.0,72.5,2024-10-22 18:36:00,Bank Transfer,145.0,Customer_98,customer_9898@company.com,2024-02-09,USA,62.0,Product_HOM_52,Electronics,4,29.75,58.9655172413793
2494,1853,75,3.0,173.02,2023-11-08 07:22:00,Debit Card,519.0600000000001,Customer_1852,customer_18521852@gmail.com,2022-08-02,Japan,51.0,Product_ELE_74,Home & Garden,37,191.56,-10.715524216853538
9478,337,139,2.0,217.89,2024-10-12 12:15:00,Credit Card,435.78,Customer_336,customer_336336@yahoo.com,2024-03-11,Japan,42.0,Product_BOO_138,Toys,37,149.74,31.27724998852631
8143,105,2,1.0,274.22,2024-09-03 17:47:00,Debit Card,274.22,Customer_104,customer_104104@company.com,2023-12-22,Brazil,62.0,Product_SPO_1,Books,43,166.06,39.44278316680038
5141,1825,38,1.0,173.02,2023-02-26 12:07:00,Debit Card,173.02,Customer_1824,customer_18241824@yahoo.com,2022-11-21,France,27.0,Product_SPO_37,Toys,10,176.22,-1.8494971679574548
2185,666,28,3.0,128.09,2023-04-16 00:26:00,Cash,384.27,Customer_665,customer_665665@company.com,2023-01-15,USA,32.0,Product_HOM_27,Clothing,38,104.78,18.198141931454447
7218,1676,15,2.0,282.54,2023-05-22 09:54:00,Cash,565.08,Customer_1675,custome1458@company.com,2023-12-22,UK,31.0,Product_BOO_14,Sports,17,122.85,56.519430877043966
6596,1625,80,1.0,87.65,2023-01-18 15:00:00,Debit Card,87.65,Customer_1624,customer_16241624@email.com,2023-01-23,USA,29.0,Product_FOO_79,Automotive,26,51.2,41.58585282373075
8478,159,136,2.0,171.3,2023-04-27 01:11:00,Debit Card,342.6,Customer_158,customer_158158@yahoo.com,2022-10-18,USA,42.0,Product_AUT_135,Automotive,18,112.93,34.07472270869819
4098,144,23,3.0,93.34,2023-01-26 06:53:00,Bank Transfer,280.02,Customer_143,customer_143143@yahoo.com,2023-12-27,UK,33.0,Product_BOO_22,Food & Beverage,46,40.97,56.10670666380974
